year,mon,day,time,strata,count.upstream,count.downstream,number.up,camera.desc,minutes,seconds,notes
2024,5,16,1655,5,581,1,580,pi,4,58,DD
2024,5,16,1710,5,612,3,609,pi,4,58,DD
2024,5,16,1930,5,600,1,599,pi,4,58,DD
2024,5,16,2005,5,499,2,497,pi,4,58,DD
2024,5,16,2135,6,96,4,92,pi,4,58,DD
2024,5,16,2150,6,71,6,65,pi,4,58,DD
2024,5,16,2220,6,52,3,49,pi,4,58,DD
2024,5,16,2250,6,91,6,85,pi,4,58,DD
2024,5,17,115,1,55,13,42,pi,4,58,DD
2024,5,17,155,1,40,28,12,pi,4,58,DD
2024,5,17,325,1,21,9,12,pi,4,58,DD
2024,5,17,450,1,13,4,9,pi,4,58,DD
2024,5,17,515,2,55,11,44,pi,4,58,DD
2024,5,17,715,2,400,0,400,pi,4,58,DD
2024,5,17,720,2,406,0,406,pi,4,58,DD
2024,5,17,910,2,644,1,643,pi,4,58,DD
2024,5,17,1110,3,534,1,533,pi,4,58,DD
2024,5,17,1115,3,433,0,433,pi,4,58,DD
2024,5,17,1145,3,663,0,663,pi,4,58,LG
2024,5,17,1305,3,515,0,515,pi,4,58,LG
2024,5,17,1350,4,495,1,494,pi,4,58,LG
2024,5,17,1355,4,535,0,535,pi,4,58,LG
2024,5,17,1430,4,601,0,601,pi,4,58,LG
2024,5,17,1620,4,466,0,466,pi,4,58,LG
2024,5,17,1800,5,548,1,547,pi,4,58,LG
2024,5,17,1825,5,549,0,549,pi,4,58,LG
2024,5,17,1835,5,511,0,511,pi,4,58,LG
2024,5,17,1950,5,430,0,430,pi,4,58,LG
2024,5,17,2155,6,66,9,57,pi,4,58,LG
2024,5,17,2200,6,60,14,46,pi,4,58,LG
2024,5,17,2300,6,54,36,18,pi,4,58,LG
2024,5,17,2350,6,46,38,8,pi,4,58,LG
2024,5,18,150,1,43,36,-7,pi,4,58,LG
2024,5,18,225,1,12,11,-1,pi,4,58,LG
2024,5,18,330,1,15,7,8,pi,4,58,LG
2024,5,18,350,1,6,5,1,pi,4,58,LG
2024,5,18,520,2,38,0,38,pi,4,58,LG
2024,5,18,540,2,261,1,260,pi,4,58,LG
2024,5,18,635,2,449,0,449,pi,4,58,LG
2024,5,18,905,2,318,1,317,pi,4,58,LG
2024,5,18,1140,3,650,0,650,pi,4,58,LG
2024,5,18,1315,3,595,0,595,pi,4,58,LG
2024,5,18,1330,3,529,0,529,pi,4,58,LG
2024,5,18,1335,3,518,1,517,pi,4,58,LG
2024,5,18,1345,4,583,0,583,pi,4,58,LG
2024,5,18,1520,4,475,2,473,pi,4,58,LG
2024,5,18,1555,4,446,3,443,pi,4,58,LG
2024,5,18,1630,4,504,0,504,pi,4,58,LG
2024,5,18,1725,5,523,2,521,pi,4,58,LG
2024,5,18,1810,5,450,0,450,pi,4,58,LG
2024,5,18,1915,5,612,0,612,pi,4,58,LG
2024,5,18,2000,5,487,0,487,pi,4,58,LG
2024,5,18,2110,6,171,0,171,pi,4,58,LG
2024,5,18,2115,6,150,0,150,pi,4,58,LG
2024,5,18,2320,6,25,3,22,pi,4,58,LG
2024,5,18,2350,6,26,6,20,pi,4,58,LG
2024,5,19,50,1,27,7,20,pi,4,58,LG
2024,5,19,125,1,11,5,6,pi,4,58,LG
2024,5,19,310,1,12,2,10,pi,4,58,LG
2024,5,19,450,1,6,1,5,pi,4,58,LG
2024,5,19,710,2,331,0,331,pi,4,58,LG
2024,5,19,800,2,113,1,112,pi,4,58,LG
2024,5,19,820,2,57,1,56,pi,4,58,LG
2024,5,19,1025,2,9,0,9,pi,4,58,LG
2024,5,19,1145,3,42,2,40,pi,4,58,LG
2024,5,19,1235,3,593,0,593,pi,4,58,LG
2024,5,19,1240,3,549,1,548,pi,4,58,LG
2024,5,19,1325,3,751,2,749,pi,4,58,LG
2024,5,19,1425,4,692,0,692,pi,4,58,LG
2024,5,19,1500,4,630,1,629,pi,4,58,LG
2024,5,19,1555,4,558,3,555,pi,4,58,LG
2024,5,19,1640,4,187,3,184,pi,4,58,LG
2024,5,19,1650,5,299,1,298,pi,4,58,LG
2024,5,19,1715,5,466,1,465,pi,4,58,LG
2024,5,19,1805,5,533,1,532,pi,4,58,LG
2024,5,19,1850,5,685,0,685,pi,4,58,LG
2024,5,19,2120,6,64,3,61,pi,4,58,LG
2024,5,19,2135,6,29,1,28,pi,4,58,LG
2024,5,19,2300,6,6,2,4,pi,4,58,LG
2024,5,19,2340,6,4,0,4,pi,4,58,LG
2024,5,20,20,1,9,1,8,pi,4,58,LG
2024,5,20,210,1,9,0,9,pi,4,58,LG
2024,5,20,235,1,3,0,3,pi,4,58,LG
2024,5,20,330,1,8,1,7,pi,4,58,LG
2024,5,20,505,2,3,0,3,pi,4,58,LG
2024,5,20,620,2,109,0,109,pi,4,58,LG
2024,5,20,755,2,79,1,78,pi,4,58,LG
2024,5,20,1010,2,1,0,1,pi,4,58,LG
2024,5,20,1145,3,133,0,133,pi,4,58,LG
2024,5,20,1210,3,454,0,454,pi,4,58,LG
2024,5,20,1230,3,471,0,471,pi,4,58,LG
2024,5,20,1315,3,458,0,458,pi,4,58,LG
2024,5,20,1440,4,287,0,287,pi,4,58,LG
2024,5,20,1525,4,493,0,493,pi,4,58,LG
2024,5,20,1605,4,373,6,367,pi,4,58,LG
2024,5,20,1615,4,271,3,268,pi,4,58,LG
2024,5,20,1650,5,168,5,163,pi,4,58,LG
2024,5,20,1740,5,151,1,150,pi,4,58,LG
2024,5,20,1840,5,47,0,47,pi,4,58,LG
2024,5,20,2055,5,286,0,286,pi,4,58,LG
2024,5,20,2125,6,65,1,64,pi,4,58,LG
2024,5,20,2215,6,8,0,8,pi,4,58,LG
2024,5,20,2305,6,9,9,0,pi,4,58,LG
2024,5,20,2345,6,7,11,-4,pi,4,58,LG
2024,5,21,5,1,3,0,3,pi,4,58,LG
2024,5,21,105,1,10,0,10,pi,4,58,LG
2024,5,21,210,1,16,0,16,pi,4,58,LG
2024,5,21,240,1,22,0,22,pi,4,58,LG
2024,5,21,510,2,18,0,18,pi,4,58,LG
2024,5,21,735,2,190,1,189,pi,4,58,LG
2024,5,21,945,2,10,0,10,pi,4,58,LG
2024,5,21,1000,2,15,1,14,pi,4,58,LG
2024,5,21,1105,3,9,0,9,pi,4,58,LG
2024,5,21,1110,3,12,0,12,pi,4,58,LG
2024,5,21,1215,3,46,0,46,pi,4,58,LG
2024,5,21,1305,3,397,1,396,pi,4,58,LG
2024,5,21,1430,4,269,0,269,pi,4,58,LG
2024,5,21,1505,4,150,0,150,pi,4,58,LG
2024,5,21,1630,4,175,1,174,pi,4,58,LG
2024,5,21,1635,4,154,0,154,pi,4,58,LG
2024,5,21,1655,5,159,0,159,pi,4,58,LG
2024,5,21,1900,5,44,1,43,pi,4,58,LG
2024,5,21,1915,5,86,5,81,pi,4,58,LG
2024,5,21,1940,5,347,1,346,pi,4,58,LG
2024,5,21,2130,6,55,3,52,pi,4,58,LG
2024,5,21,2205,6,16,1,15,pi,4,58,LG
2024,5,21,2335,6,15,0,15,pi,4,58,LG
2024,5,21,2350,6,12,0,12,pi,4,58,LG
2024,5,22,125,1,5,0,5,pi,4,58,DD
2024,5,22,210,1,5,1,4,pi,4,58,DD
2024,5,22,225,1,5,2,3,pi,4,58,DD
2024,5,22,400,1,4,1,3,pi,4,58,DD
2024,5,22,505,2,9,0,9,pi,4,58,DD
2024,5,22,535,2,71,1,70,pi,4,58,DD
2024,5,22,710,2,60,1,59,pi,4,58,DD
2024,5,22,930,2,31,0,31,pi,4,58,DD
2024,5,22,1135,3,56,0,56,pi,4,58,DD
2024,5,22,1220,3,250,0,250,pi,4,58,DD
2024,5,22,1235,3,257,1,256,pi,4,58,DD
2024,5,22,1315,3,301,1,300,pi,4,58,DD
2024,5,22,1350,4,308,2,306,pi,4,58,DD
2024,5,22,1435,4,276,2,265,pi,4,58,DD
2024,5,22,1615,4,242,4,238,pi,4,58,DD
2024,5,22,1625,4,276,3,273,pi,4,58,DD
2024,5,22,1725,5,260,3,257,pi,4,58,DD
2024,5,22,1835,5,268,0,268,pi,4,58,LG
2024,5,22,1930,5,364,0,364,pi,4,58,LG
2024,5,22,2055,5,411,0,411,pi,4,58,LG
2024,5,22,2200,6,33,3,30,pi,4,58,LG
2024,5,22,2235,6,28,1,27,pi,4,58,LG
2024,5,22,2245,6,21,1,20,pi,4,58,LG
2024,5,22,2340,6,5,0,5,pi,4,58,LG
2024,5,23,20,1,8,1,7,pi,4,58,LG
2024,5,23,115,1,2,1,1,pi,4,58,LG
2024,5,23,210,1,1,1,0,pi,4,58,LG
2024,5,23,430,1,2,0,2,pi,4,58,LG
2024,5,23,625,2,427,0,427,pi,4,58,LG
2024,5,23,730,2,152,0,152,pi,4,58,LG
2024,5,23,825,2,83,1,82,pi,4,58,LG
2024,5,23,905,2,7,0,7,pi,4,58,LG
2024,5,23,1045,3,28,0,28,pi,4,58,LG
2024,5,23,1105,3,10,0,10,pi,4,58,LG
2024,5,23,1135,3,28,0,28,pi,4,58,LG
2024,5,23,1335,3,445,0,445,pi,4,58,LG
2024,5,23,1435,4,138,0,138,pi,4,58,LG
2024,5,23,1455,4,552,0,552,pi,4,58,LG
2024,5,23,1535,4,496,0,496,pi,4,58,LG
2024,5,23,1555,4,338,0,338,pi,4,58,LG
2024,5,23,1650,5,186,1,185,pi,4,58,LG
2024,5,23,1725,5,472,0,472,pi,4,58,LG
2024,5,23,1810,5,580,1,579,pi,4,58,LG
2024,5,23,1835,5,393,0,393,pi,4,58,LG
2024,5,23,2200,6,63,4,59,pi,4,58,LG
2024,5,23,2225,6,34,0,34,pi,4,58,LG
2024,5,23,2245,6,14,2,12,pi,4,58,LG
2024,5,23,2355,6,10,27,-17,pi,4,58,LG
2024,5,24,15,1,15,2,13,pi,4,58,LG
2024,5,24,225,1,14,7,7,pi,4,58,LG
2024,5,24,300,1,14,1,13,pi,4,58,LG
2024,5,24,450,1,10,1,9,pi,4,58,LG
2024,5,24,640,2,171,0,171,pi,4,58,LG
2024,5,24,720,2,139,0,139,pi,4,58,LG
2024,5,24,740,2,65,0,65,pi,4,58,LG
2024,5,24,920,2,53,1,52,pi,4,58,LG
2024,5,24,1120,3,29,0,29,pi,4,58,LG
2024,5,24,1130,3,25,0,25,pi,4,58,DD
2024,5,24,1245,3,325,1,324,pi,4,58,DD
2024,5,24,1320,3,452,0,452,pi,4,58,DD
2024,5,24,1410,4,355,1,354,pi,4,58,DD
2024,5,24,1430,4,346,3,343,pi,4,58,DD
2024,5,24,1500,4,319,1,318,pi,4,58,DD
2024,5,24,1525,4,320,0,320,pi,4,58,DD
2024,5,24,1735,5,319,2,317,pi,4,58,DD
2024,5,24,1900,5,391,0,391,pi,4,58,DD
2024,5,24,1925,5,378,2,376,pi,4,58,DD
2024,5,24,2045,5,341,1,340,pi,4,58,DD
2024,5,24,2110,6,218,1,217,pi,4,58,DD
2024,5,24,2230,6,2,3,-1,pi,4,58,DD
2024,5,24,2315,6,6,3,3,pi,4,58,DD
2024,5,24,2325,6,3,1,2,pi,4,58,DD
2024,5,25,150,1,4,4,0,pi,4,58,DD
2024,5,25,155,1,1,1,0,pi,4,58,DD
2024,5,25,225,1,9,16,-7,pi,4,58,DD
2024,5,25,335,1,1,1,0,pi,4,58,DD
2024,5,25,600,2,110,2,108,pi,4,58,DD
2024,5,25,645,2,96,0,96,pi,4,58,DD
2024,5,25,755,2,16,0,16,pi,4,58,DD
2024,5,25,920,2,4,0,4,pi,4,58,DD
2024,5,25,1115,3,87,1,86,pi,4,58,DD
2024,5,25,1125,3,84,3,81,pi,4,58,DD
2024,5,25,1205,3,99,0,99,pi,4,58,DD
2024,5,25,1245,3,126,0,126,pi,4,58,DD
2024,5,25,1355,4,157,0,157,pi,4,58,DD
2024,5,25,1500,4,40,0,40,pi,4,58,DD
2024,5,25,1515,4,42,1,41,pi,4,58,DD
2024,5,25,1520,4,43,0,43,pi,4,58,DD
2024,5,25,1700,5,53,4,49,pi,4,58,DD
2024,5,25,1710,5,22,0,22,pi,4,58,DD
2024,5,25,1825,5,392,1,391,pi,4,58,DD
2024,5,25,2020,5,380,1,379,pi,4,58,DD
2024,5,25,2110,6,228,4,224,pi,4,58,DD
2024,5,25,2240,6,11,0,11,pi,4,58,DD
2024,5,25,2250,6,8,3,5,pi,4,58,DD
2024,5,25,2315,6,4,3,1,pi,4,58,DD
2024,5,26,50,1,3,3,0,pi,4,58,LG
2024,5,26,105,1,2,1,1,pi,4,58,LG
2024,5,26,110,1,4,3,1,pi,4,58,LG
2024,5,26,130,1,2,6,4,pi,4,58,LG
2024,5,26,525,2,30,1,29,pi,4,58,LG
2024,5,26,840,2,14,0,14,pi,4,58,LG
2024,5,26,850,2,9,1,8,pi,4,58,LG
2024,5,26,1005,2,37,0,37,pi,4,58,LG
2024,5,26,1135,3,143,2,141,pi,4,58,LG
2024,5,26,1205,3,229,0,229,pi,4,58,LG
2024,5,26,1235,3,127,0,127,pi,4,58,LG
2024,5,26,1325,3,62,0,62,pi,4,58,LG
2024,5,26,1525,4,63,2,61,pi,4,58,LG
2024,5,26,1530,4,34,0,34,pi,4,58,LG
2024,5,26,1555,4,31,0,31,pi,4,58,LG
2024,5,26,1615,4,123,0,123,pi,4,58,LG
2024,5,26,1925,5,205,0,205,pi,4,58,LG
2024,5,26,2000,5,551,0,551,pi,4,58,LG
2024,5,26,2020,5,412,0,412,pi,4,58,LG
2024,5,26,2040,5,297,0,297,pi,4,58,LG
2024,5,26,2150,6,37,4,33,pi,4,58,LG
2024,5,26,2255,6,4,0,4,pi,4,58,LG
2024,5,26,2330,6,2,0,2,pi,4,58,LG
2024,5,26,2340,6,7,2,5,pi,4,58,LG
2024,5,27,155,1,6,1,5,pi,4,58,DD
2024,5,27,220,1,2,0,2,pi,4,58,DD
2024,5,27,305,1,3,0,3,pi,4,58,DD
2024,5,27,430,1,4,0,4,pi,4,58,DD
2024,5,27,540,2,62,1,61,pi,4,58,DD
2024,5,27,710,2,47,3,44,pi,4,58,DD
2024,5,27,750,2,36,0,36,pi,4,58,DD
2024,5,27,1005,2,14,0,14,pi,4,58,DD
2024,5,27,1055,3,12,1,11,pi,4,58,DD
2024,5,27,1155,3,93,0,93,pi,4,58,DD
2024,5,27,1250,3,87,1,86,pi,4,58,DD
2024,5,27,1320,3,160,0,160,pi,4,58,DD
2024,5,27,1405,4,231,2,229,pi,4,58,DD
2024,5,27,1425,4,326,2,324,pi,4,58,DD
2024,5,27,1545,4,28,0,28,pi,4,58,DD
2024,5,27,1605,4,64,0,64,pi,4,58,DD
2024,5,27,1700,5,20,1,19,pi,4,58,DD
2024,5,27,1725,5,37,0,37,pi,4,58,DD
2024,5,27,1845,5,93,0,93,pi,4,58,DD
2024,5,27,2010,5,317,2,315,pi,4,58,DD
2024,5,27,2105,6,204,2,202,pi,4,58,DD
2024,5,27,2240,6,4,0,4,pi,4,58,DD
2024,5,27,2305,6,4,1,3,pi,4,58,DD
2024,5,27,2340,6,2,0,2,pi,4,58,DD
2024,5,28,100,1,1,0,1,pi,4,58,LG
2024,5,28,120,1,2,0,2,pi,4,58,LG
2024,5,28,315,1,3,0,3,pi,4,58,LG
2024,5,28,415,1,4,0,4,pi,4,58,LG
2024,5,28,515,2,13,0,13,pi,4,58,LG
2024,5,28,550,2,52,0,52,pi,4,58,LG
2024,5,28,650,2,131,0,131,pi,4,58,LG
2024,5,28,950,2,12,0,12,pi,4,58,LG
2024,5,28,1125,3,5,0,5,pi,4,58,LG
2024,5,28,1225,3,28,0,28,pi,4,58,LG
2024,5,28,1300,3,38,0,38,pi,4,58,LG
2024,5,28,1340,3,39,0,39,pi,4,58,LG
2024,5,28,1345,4,28,0,28,pi,4,58,LG
2024,5,28,1445,4,51,0,51,pi,4,58,LG
2024,5,28,1455,4,114,0,114,pi,4,58,LG
2024,5,28,1525,4,18,0,18,pi,4,58,LG
2024,5,28,1740,5,9,0,9,pi,4,58,LG
2024,5,28,1810,5,13,0,13,pi,4,58,LG
2024,5,28,1935,5,6,0,6,pi,4,58,LG
2024,5,28,2035,5,122,0,122,pi,4,58,LG
2024,5,28,2120,6,92,0,92,pi,4,58,LG
2024,5,28,2200,6,19,1,18,pi,4,58,LG
2024,5,28,2225,6,19,1,18,pi,4,58,LG
2024,5,28,2350,6,18,0,18,pi,4,58,LG
2024,5,29,5,1,5,0,5,pi,4,58,DD
2024,5,29,20,1,12,3,9,pi,4,58,DD
2024,5,29,25,1,7,0,7,pi,4,58,DD
2024,5,29,40,1,6,0,6,pi,4,58,DD
2024,5,29,625,2,42,3,39,pi,4,58,DD
2024,5,29,825,2,22,0,22,pi,4,58,DD
2024,5,29,910,2,17,0,17,pi,4,58,DD
2024,5,29,940,2,3,0,3,pi,4,58,DD
2024,5,29,1055,3,7,0,7,pi,4,58,DD
2024,5,29,1135,3,1,0,1,pi,4,58,DD
2024,5,29,1140,3,2,0,2,pi,4,58,DD
2024,5,29,1305,3,1,0,1,pi,4,58,DD
2024,5,29,1435,4,17,0,17,pi,4,58,DD
2024,5,29,1500,4,7,0,7,pi,4,58,DD
2024,5,29,1600,4,15,0,15,pi,4,58,DD
2024,5,29,1635,4,20,0,20,pi,4,58,DD
2024,5,29,1650,5,30,0,30,pi,4,58,DD
2024,5,29,1700,5,48,0,48,pi,4,58,DD
2024,5,29,1755,5,68,1,67,pi,4,58,DD
2024,5,29,2045,5,142,0,142,pi,4,58,DD
2024,5,29,2130,6,37,1,36,pi,4,58,DD
2024,5,29,2220,6,14,0,14,pi,4,58,DD
2024,5,29,2245,6,5,0,5,pi,4,58,DD
2024,5,29,2340,6,4,1,3,pi,4,58,DD
2024,5,30,130,1,2,1,1,pi,4,58,DD
2024,5,30,205,1,3,0,3,pi,4,58,DD
2024,5,30,345,1,2,0,2,pi,4,58,DD
2024,5,30,400,1,4,0,4,pi,4,58,DD
2024,5,30,620,2,92,0,92,pi,4,58,DD
2024,5,30,625,2,103,0,103,pi,4,58,DD
2024,5,30,755,2,21,0,21,pi,4,58,DD
2024,5,30,940,2,9,0,9,pi,4,58,DD
2024,5,30,1210,3,17,0,17,pi,4,58,DD
2024,5,30,1255,3,20,0,20,pi,4,58,DD
2024,5,30,1310,3,26,0,26,pi,4,58,DD
2024,5,30,1335,3,40,1,39,pi,4,58,DD
2024,5,30,1405,4,32,0,32,pi,4,58,DD
2024,5,30,1510,4,26,0,26,pi,4,58,DD
2024,5,30,1525,4,20,0,20,pi,4,58,DD
2024,5,30,1620,4,20,0,20,pi,4,58,DD
2024,5,30,1725,5,11,0,11,pi,4,58,DD
2024,5,30,1850,5,80,1,79,pi,4,58,DD
2024,5,30,1910,5,92,0,92,pi,4,58,LG
2024,5,30,2045,5,295,0,295,pi,4,58,LG
2024,5,30,2115,6,122,2,120,pi,4,58,LG
2024,5,30,2155,6,15,1,14,pi,4,58,LG
2024,5,30,2235,6,9,0,9,pi,4,58,LG
2024,5,30,2315,6,4,1,3,pi,4,58,LG
2024,5,31,200,1,5,2,3,pi,4,58,LG
2024,5,31,315,1,6,0,6,pi,4,58,LG
2024,5,31,405,1,5,1,4,pi,4,58,LG
2024,5,31,445,1,12,1,11,pi,4,58,LG
2024,5,31,705,2,120,0,120,pi,4,58,LG
2024,5,31,1000,2,3,0,3,pi,4,58,LG
2024,5,31,1010,2,5,1,4,pi,4,58,LG
2024,5,31,1035,2,9,0,9,pi,4,58,LG
2024,5,31,1115,3,4,0,4,pi,4,58,LG
2024,5,31,1240,3,11,0,11,pi,4,58,LG
2024,5,31,1320,3,36,0,36,pi,4,58,LG
2024,5,31,1340,3,42,0,42,pi,4,58,LG
2024,5,31,1405,4,113,0,113,pi,4,58,LG
2024,5,31,1415,4,182,0,182,pi,4,58,LG
2024,5,31,1425,4,180,0,180,pi,4,58,LG
2024,5,31,1450,4,77,0,77,pi,4,58,LG
2024,5,31,1725,5,45,0,45,pi,4,58,LG
2024,5,31,1900,5,329,0,329,pi,4,58,LG
2024,5,31,1910,5,187,0,187,pi,4,58,LG
2024,5,31,1950,5,288,0,288,pi,4,58,LG
2024,5,31,2140,6,56,2,54,pi,4,58,LG
2024,5,31,2255,6,5,0,5,pi,4,58,LG
2024,5,31,2315,6,4,0,4,pi,4,58,LG
2024,5,31,2320,6,6,1,5,pi,4,58,LG
2024,6,1,40,1,4,1,3,pi,4,58,DD
2024,6,1,140,1,4,0,4,pi,4,58,DD
2024,6,1,240,1,7,1,6,pi,4,58,DD
2024,6,1,450,1,6,1,5,pi,4,58,DD
2024,6,1,530,2,96,3,93,pi,4,58,DD
2024,6,1,555,2,165,2,163,pi,4,58,DD
2024,6,1,655,2,72,0,72,pi,4,58,DD
2024,6,1,800,2,12,0,12,pi,4,58,DD
2024,6,1,1055,3,3,0,3,pi,4,58,DD
2024,6,1,1140,3,2,0,2,pi,4,58,DD
2024,6,1,1215,3,4,0,4,pi,4,58,DD
2024,6,1,1340,3,7,0,7,pi,4,58,DD
2024,6,1,1350,4,2,0,2,pi,4,58,DD
2024,6,1,1445,4,2,0,2,pi,4,58,DD
2024,6,1,1600,4,24,0,24,pi,4,58,DD
2024,6,1,1625,4,10,0,10,pi,4,58,DD
2024,6,1,1720,5,13,0,13,pi,4,58,DD
2024,6,1,1945,5,17,0,17,pi,4,58,DD
2024,6,1,1950,5,40,0,40,pi,4,58,DD
2024,6,1,2005,5,10,0,10,pi,4,58,DD
2024,6,1,2200,6,6,0,6,pi,4,58,DD
2024,6,1,2220,6,5,1,4,pi,4,58,DD
2024,6,1,2240,6,2,0,2,pi,4,58,DD
2024,6,1,2310,6,2,0,2,pi,4,58,DD
2024,6,2,55,1,2,0,2,pi,4,58,DD
2024,6,2,230,1,1,0,1,pi,4,58,DD
2024,6,2,320,1,2,0,2,pi,4,58,DD
2024,6,2,420,1,4,1,3,pi,4,58,DD
2024,6,2,550,2,52,2,50,pi,4,58,DD
2024,6,2,610,2,31,2,29,pi,4,58,DD
2024,6,2,640,2,56,0,56,pi,4,58,DD
2024,6,2,715,2,27,0,27,pi,4,58,DD
2024,6,2,1045,3,10,0,10,pi,4,58,DD
2024,6,2,1055,3,8,0,8,pi,4,58,DD
2024,6,2,1110,3,3,0,3,pi,4,58,DD
2024,6,2,1155,3,1,0,1,pi,4,58,DD
2024,6,2,1410,4,4,0,4,pi,4,58,DD
2024,6,2,1505,4,1,0,1,pi,4,58,DD
2024,6,2,1615,4,0,0,0,pi,4,58,DD
2024,6,2,1625,4,0,0,0,pi,4,58,DD
2024,6,2,1705,5,0,0,0,pi,4,58,DD
2024,6,2,1820,5,4,0,4,pi,4,58,DD
2024,6,2,1955,5,25,0,25,pi,4,58,DD
2024,6,2,2045,5,134,2,132,pi,4,58,DD
2024,6,2,2150,6,33,0,33,PI,4,58,DD
2024,6,2,2315,6,12,2,10,PI,4,58,DD
2024,6,2,2330,6,7,0,7,pi,4,58,DD
2024,6,2,2335,6,13,0,13,pi,4,58,DD
2024,6,3,35,1,3,0,3,pi,4,58,LG
2024,6,3,50,1,1,0,1,pi,4,58,LG
2024,6,3,335,1,0,0,0,pi,4,58,LG
2024,6,3,405,1,2,0,2,pi,4,58,LG
2024,6,3,830,2,2,0,2,pi,4,58,LG
2024,6,3,840,2,0,0,0,pi,4,58,LG
2024,6,3,900,2,6,0,6,pi,4,58,LG
2024,6,3,1020,2,35,0,35,pi,4,58,LG
2024,6,3,1045,3,13,0,13,pi,4,58,LG
2024,6,3,1055,3,14,0,14,pi,4,58,LG
2024,6,3,1235,3,5,1,4,pi,4,58,LG
2024,6,3,1310,3,3,0,3,pi,4,58,LG
2024,6,3,1350,4,3,0,3,pi,4,58,LG
2024,6,3,1430,4,4,0,4,pi,4,58,LG
2024,6,3,1540,4,2,0,2,pi,4,58,LG
2024,6,3,1550,4,4,0,4,pi,4,58,LG
2024,6,3,1740,5,1,0,1,pi,4,58,LG
2024,6,3,1955,5,10,0,10,pi,4,58,LG
2024,6,3,2000,5,9,1,8,pi,4,58,LG
2024,6,3,2005,5,10,0,10,pi,4,58,LG
2024,6,3,2145,6,8,2,6,pi,4,58,LG
2024,6,3,2155,6,6,0,6,pi,4,58,LG
2024,6,3,2240,6,1,0,1,pi,4,58,LG
2024,6,3,2250,6,0,0,0,pi,4,58,LG
2024,6,4,110,1,9,0,9,pi,4,58,DD
2024,6,4,140,1,14,0,14,pi,4,58,DD
2024,6,4,350,1,3,0,3,pi,4,58,DD
2024,6,4,425,1,7,1,6,pi,4,58,DD
2024,6,4,515,2,99,3,96,pi,4,58,DD
2024,6,4,835,2,46,0,46,pi,4,58,DD
2024,6,4,910,2,14,0,14,pi,4,58,DD
2024,6,4,925,2,11,0,11,pi,4,58,DD
2024,6,4,1105,3,14,0,14,pi,4,58,DD
2024,6,4,1130,3,13,0,13,pi,4,58,DD
2024,6,4,1150,3,11,0,11,pi,4,58,DD
2024,6,4,1250,3,7,0,7,pi,4,58,DD
2024,6,4,1350,4,18,0,18,pi,4,58,DD
2024,6,4,1455,4,56,0,56,pi,4,58,DD
2024,6,4,1525,4,150,0,150,pi,4,58,DD
2024,6,4,1630,4,51,0,51,pi,4,58,DD
2024,6,4,1650,5,24,2,22,pi,4,58,DD
2024,6,4,1935,5,37,0,37,pi,4,58,DD
2024,6,4,1945,5,58,0,58,pi,4,58,DD
2024,6,4,2030,5,82,0,82,pi,4,58,DD
2024,6,4,2130,6,41,0,41,pi,4,58,DD
2024,6,4,2140,6,21,2,19,pi,4,58,DD
2024,6,4,2215,6,13,0,13,pi,4,58,DD
2024,6,4,2235,6,10,0,10,pi,4,58,DD
2024,6,5,210,1,3,0,3,pi,4,58,DD
2024,6,5,215,1,3,0,3,pi,4,58,DD
2024,6,5,315,1,1,0,1,pi,4,58,DD
2024,6,5,355,1,6,0,6,pi,4,58,DD
2024,6,5,705,2,56,1,55,pi,4,58,DD
2024,6,5,755,2,11,0,11,pi,4,58,DD
2024,6,5,930,2,7,0,7,pi,4,58,DD
2024,6,5,1010,2,5,0,5,pi,4,58,DD
2024,6,5,1115,3,3,0,3,pi,4,58,DD
2024,6,5,1140,3,4,0,4,pi,4,58,DD
2024,6,5,1310,3,4,0,4,pi,4,58,DD
2024,6,5,1335,3,5,0,5,pi,4,58,DD
2024,6,5,1405,4,4,0,4,pi,4,58,DD
2024,6,5,1500,4,2,0,2,pi,4,58,DD
2024,6,5,1505,4,3,0,3,pi,4,58,DD
2024,6,5,1530,4,3,0,3,pi,4,58,DD
2024,6,5,1745,5,8,0,8,pi,4,58,DD
2024,6,5,1835,5,1,0,1,pi,4,58,DD
2024,6,5,1900,5,3,0,3,pi,4,58,DD
2024,6,5,2025,5,315,3,312,pi,4,58,DD
2024,6,5,2230,6,17,1,16,pi,4,58,DD
2024,6,5,2235,6,13,1,12,pi,4,58,DD
2024,6,5,2300,6,5,0,5,pi,4,58,DD
2024,6,5,2325,6,3,0,3,pi,4,58,DD
2024,6,6,140,1,7,2,5,pi,4,58,DD
2024,6,6,230,1,4,0,4,pi,4,58,DD
2024,6,6,255,1,2,0,2,pi,4,58,DD
2024,6,6,335,1,2,0,2,pi,4,58,DD
2024,6,6,530,2,166,1,165,pi,4,58,DD
2024,6,6,655,2,77,0,77,pi,4,58,DD
2024,6,6,800,2,4,0,4,pi,4,58,DD
2024,6,6,855,2,6,0,6,pi,4,58,DD
2024,6,6,1045,3,3,0,3,pi,4,58,DD
2024,6,6,1150,3,18,0,18,pi,4,58,DD
2024,6,6,1215,3,25,0,25,pi,4,58,DD
2024,6,6,1305,3,23,0,23,pi,4,58,DD
2024,6,6,1345,4,19,1,18,pi,4,58,DD
2024,6,6,1350,4,15,0,15,pi,4,58,DD
2024,6,6,1545,4,4,0,4,pi,4,58,DD
